"network_code","network_name","list_type","stores","list_ids"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 11660-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 3193-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""КОПЕЙКА-МОСКВА"" 8203- ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 7494-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 091-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 12620-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 033 - Г.ЛОМОНОСОВ, ОРАНИЕНБАУМ  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 127-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОАСПЕКТ"" 458 - ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 17667-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 1393-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 698 ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 10863-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 21025-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""КОПЕЙКА-МОСКВА"" 367-РЯЗАНЬ,КАСИМОВСКОЕ Ш.,46  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 22720-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 535-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 20823-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 19471-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 4679-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 21878-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 9436-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 12726-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОАСПЕКТ"" 246 - ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 11656-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2306-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 13630-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 18034-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 13281-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""КОПЕЙКА-МОСКВА"" 377 - ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 18647-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 1458-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АРМТОРГ""   ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 16473-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 1355-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 6545-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 10420-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 8298-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 6661-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 7284-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 18390-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 7239-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 4470-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 7133-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 13940-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 14112-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 6758-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 17423-ПЯТЁРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 8951-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 6854-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 21508-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 16283-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 2920-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 11255-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 11537-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 12650-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 9712-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 2358-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 1086-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 2230-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 10397-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 15925-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 5198-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 18119-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 2799-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 9650-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 14310-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 16651-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 7832-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 7358-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""ПРОКСИ ЮГ"" 23246-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 10384-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 14499-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 6644-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 20949-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 19745-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 22141-ПЯТЕРОЧКА  ""","Top","1","2"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 15637-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 17243-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 6065-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 10277-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 19468-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 6899-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 9767-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 16770-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 10999-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 17887-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 23354-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 19439-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 1710-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 5080-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" S160  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 5673-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 15060-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 017-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 10002-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОАСПЕКТ"" 021 - ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 13727-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""САТУРН-СТАНДАРТ"" D187  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 12638-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 6671-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 1357-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 16757-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 12895-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 13760-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 008-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 9231-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 13657-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 19803-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 17325-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 4701-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""КОПЕЙКА-МОСКВА"" 3107-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 16896-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 344-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 8856-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 22320-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 20764-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""ВОЕНТОРГ-РИТЕЙЛ"" 15181-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 19128-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 8303-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 15068-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 9820-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 9032-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 19322-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 18468-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 10280-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 304-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 13710-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 1869-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2663-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 18247-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 15559-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 16537-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 7080-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 2953-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 11659-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 31LH  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОАСПЕКТ"" 206 - ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 11480-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 14271-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 9033-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 6054-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 677-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 14208-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 4745-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 24475-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 16099-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 17383-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 11763-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 7286-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 12896-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 20383-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 10668-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 770-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 11430-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 23228-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""КОПЕЙКА-М.О."" 8106-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 20224-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 13900-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 5394-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 6763-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 4093-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОАСПЕКТ"" 267 - ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 5954-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 15775-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 11680-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 17906-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 7579-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 16708-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 555-ПЯТЕРОЧКА ООО АГРОТОРГ  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 12987-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 10890-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 1258-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 15895-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 22011-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 476-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 11106-ПЯТЕРОЧКА  ""","Top","1","2"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 18372-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""СЛАДКАЯ ЖИЗНЬ Н.Н."" 9734  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 342G  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 19861-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 1340-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 14610-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 20905-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 20659-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 9768-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 923-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОАСПЕКТ"" 095 - ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 16656-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОАСПЕКТ"" 101 - ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 1754-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 7014-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 19261-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 16274-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 330-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 7691-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 5276-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 12039-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 2111-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""АО ""ТОРГОВЫЙ ДОМ ""ПЕРЕКРЕСТОК"" 1957-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 18260-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОАСПЕКТ"" 613-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 17883-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 334-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 6703-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 12256-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 1881-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 21184-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 10819-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 7417-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 16398-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 14051-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 12470-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 15335-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 6736-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 12065-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 12398-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 1586-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 1949-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 3477-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 073 - Г.СПБ, СРЕДНЕОХТИНСКИЙ П  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 2020-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 10165-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 8288-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 355-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 7439-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 18738-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 047 - Г.СПБ, НАРВСКИЙ ПР-Т,  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 23015-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 13619-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 19323-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОАСПЕКТ"" 057 - ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 14559-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 11419-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 20889-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 6486-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 1595-ПЯТЕРОЧКА  ""","Top","1","1"
"PYATEROCHKA","""ООО ""АГРОТОРГ"" 22358-ПЯТЕРОЧКА  ""","Top","1","1"
